,_id,Entity,Name,Type,Country,Federal Register citation,Effective Date,Year,License requirement,License review policy,Address,Alias,Subordinate
11,7a049dfdb441defb4c96f8e17bed7e56bc727f2072af61d8db3c1c54,"Heim German Afghan Khalil Company, Wazir Akbar Khan, District 10, Kabul, Afghanistan; and Shahr-e-Now, Kabul, Afghanistan, and Paktiyakoot, Jalalabad Road, District #9, Kabul, Afghanistan.",Heim German Afghan Khalil Company,Firm,AFGHANISTAN,77 FR 25057,27/4/2012,2012,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Wazir Akbar Khan, District 10, Kabul, Afghanistan; and Shahr-e-Now, Kabul, Afghanistan, and Paktiyakoot, Jalalabad Road, District #9, Kabul, Afghanistan.",NaN,NaN
12,4e10973f7e2eade8ff620d9a789bdd270b8897df97154c40861c7171,"Ibrahim Haqqani, , a.k.a., the following two aliases:
-Hajji Sahib; and
-Maulawi Haji Ibrahim Haqqani

 Afghanistan.",Ibrahim Haqqani,Human,AFGHANISTAN,77 FR 25057,27/4/2012,2012,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,Afghanistan.,"['Hajji Sahib', 'Maulawi Haji Ibrahim Haqqani']",NaN
13,,"Iqra Computer Products, , a.k.a., the following two aliases:
-Iqra IT solutions; and
-Iqra Computer Store.

 A2 Ground Floor, City Computer Plaza, Shar-e-Naw, Kabul, Afghanistan.",Iqra Computer Products,Firm,AFGHANISTAN,76 FR 71869,21/11/2011,2011,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"A2 Ground Floor, City Computer Plaza, Shar-e-Naw, Kabul, Afghanistan.","['Iqra IT solutions', 'Iqra Computer Store.']",NaN
14,dc2896369e28304cd7c11063238624024f809625f27e13122b1344bf,"Khalil Zadran, , a.k.a., the following eight aliases:
-Samar Gul Khalil;
-Khalil Samar Gul;
-Samer Khalil;
-Samer Gul Khalil;
-Khlil Khalil;
-Kalil Khalil;
-Khalil Khualil; and
-Haji Khalil.

 Shahreno, Kabul, Afghanistan. ",Khalil Zadran,Human,AFGHANISTAN,77 FR 25057,27/4/2012,2012,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Shahreno, Kabul, Afghanistan.","['Samar Gul Khalil', 'Khalil Samar Gul', 'Samer Khalil', 'Samer Gul Khalil', 'Khlil Khalil', 'Kalil Khalil', 'Khalil Khualil', 'Haji Khalil.']",NaN
15,7ba413bbf4440dc7a59dca162e4885dbec36e2221062b9a410887073,"Khalil Zadran Company, , a.k.a., the following one alias:
-Khalil Construction.

 Afghanistan ",Khalil Zadran Company,Firm,AFGHANISTAN,77 FR 25057,27/4/2012,2012,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,Afghanistan,['Khalil Construction.'],NaN
16,9e0c7ed4ff61dfa717bf69da7198788a7decf66dd42e2b00dd183268,"Kurshid Ghoura, , a.k.a., the following two aliases:
-Kurshed Ghoura; and
-Kursheed Ghoura.

 501, 5th Floor, Amanullah Sancharaki Market Opp Chaman E Huzuri, Kabul, Afghanistan; and Flat No. 41 Block No. 24 Macroyan 3, Kabul, Afghanistan. ",Kurshid Ghoura,Human,AFGHANISTAN,76 FR 71869,21/11/2011,2011,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"501, 5th Floor, Amanullah Sancharaki Market Opp Chaman E Huzuri, Kabul, Afghanistan; and Flat No. 41 Block No. 24 Macroyan 3, Kabul, Afghanistan.","['Kurshed Ghoura', 'Kursheed Ghoura.']",NaN
17,c91e1538552cc839789d0a8dae470871c6033adaf65186ab7f7efb8f,"Lapcom Computer Stores, A2 Ground Floor, City Computer Plaza, Shar-e-Naw, Kabul, Afghanistan. ",Lapcom Computer Stores,Firm,AFGHANISTAN,76 FR 71869,21/11/2011,2011,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"A2 Ground Floor, City Computer Plaza, Shar-e-Naw, Kabul, Afghanistan.",NaN,NaN
18,1b5d453ba5e47d3a629994479eaa6f7a736134c0cc108262c9405d13,"Mohammad Jan Khan Mangal, Kolola Pushta, Charahi Gul-e-Surkh, Kabul, Afghanistan; and Maidan Sahr, Hetefaq Market, Paktiya, Afghanistan.",Mohammad Jan Khan Mangal,Human,AFGHANISTAN,79 FR 44683,1/8/2014,2014,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Kolola Pushta, Charahi Gul-e-Surkh, Kabul, Afghanistan; and Maidan Sahr, Hetefaq Market, Paktiya, Afghanistan.",NaN,NaN
19,834dff2a6ec4a5f57173ba683ec98923726a9bf7998484cdaf9172cd,"Mohammad Jan Mangal Construction Company (MMCC), Kolola Pushta, Charahi Gul-e-Surkh, Kabul, Afghanistan; and Maidan Sahr, Hetefaq Market, Paktiya, Afghanistan.",Mohammad Jan Mangal Construction Company (MMCC),Firm,AFGHANISTAN,79 FR 56003,18/9/2014,2014,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Kolola Pushta, Charahi Gul-e-Surkh, Kabul, Afghanistan; and Maidan Sahr, Hetefaq Market, Paktiya, Afghanistan.",NaN,NaN
20,ced8dfc40634421039e5cb66992831c8787eae8500e386e3176fd3d2,"Muhammad Halim Ghoura, 501, 5th Floor, Amanullah Sancharaki Market Opp Chaman E Huzuri, Kabul, Afghanistan; and Flat No. 41 Block No. 24 Macroyan 3, Kabul, Afghanistan. ",Muhammad Halim Ghoura,Human,AFGHANISTAN,76 FR 71869,21/11/2011,2011,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"501, 5th Floor, Amanullah Sancharaki Market Opp Chaman E Huzuri, Kabul, Afghanistan; and Flat No. 41 Block No. 24 Macroyan 3, Kabul, Afghanistan.",NaN,NaN
21,369249e0a18f047a9f1e3ab8fb857444a4479c3ee6efcf3f13f1dc50,"Ologh Beg International Forwarders Ltd., 501, 5th Floor, Amanullah Sancharaki Market Opp Chaman E Huzuri, Kabul, Afghanistan. ",Ologh Beg International Forwarders Ltd.,Firm,AFGHANISTAN,76 FR 71869,21/11/2011,2011,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"501, 5th Floor, Amanullah Sancharaki Market Opp Chaman E Huzuri, Kabul, Afghanistan.",NaN,NaN
22,90fea67b974aa3c8a09094a1e04c740ffff9aa55ad96c13e96c89e3a,"Onyx Construction Company, Shahr-e-Now, Charahi Haji Yaqoub, In front of the AIB Bank, District 10, Kabul, Afghanistan; and Char Rahi Ansari, Toaward Kolola Poshta, Shar-Naw Kabul, Afghanistan 11496.",Onyx Construction Company,Firm,AFGHANISTAN,77 FR 25057,27/4/2012,2012,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Shahr-e-Now, Charahi Haji Yaqoub, In front of the AIB Bank, District 10, Kabul, Afghanistan; and Char Rahi Ansari, Toaward Kolola Poshta, Shar-Naw Kabul, Afghanistan 11496.",NaN,NaN
23,92c1698d3af85fd581f1b9b0fc9323373d83bdcad22755c69ae3e80a,"Qazi Abdallah, , a.k.a., the following four aliases:
-Khan Dilawar;
-Ibrahim Valid Javaid;
-Jawid, Sa'id Jan 'Abd-al-Salam; and
-Ibrahim Walid

 Microrayan 3rd Apt. 45, Block No. 21, Kabul, Afghanistan.",Qazi Abdallah,Firm,AFGHANISTAN,76 FR 71869,21/11/2011,2011,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Microrayan 3rd Apt. 45, Block No. 21, Kabul, Afghanistan.","['Khan Dilawar', 'Ibrahim Valid Javaid', ""Jawid, Sa'id Jan 'Abd-al-Salam"", 'Ibrahim Walid']",NaN
24,,"Shan Mahmoud Khan Mangal, Kolola Pushta, Charahi Gul-e-Surkh, Kabul, Afghanistan; and Maidan Sahr, Hetefaq Market, Paktiya, Afghanistan.",Shan Mahmoud Khan Mangal,Human,AFGHANISTAN,79 FR 44683,1/8/2014,2014,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Kolola Pushta, Charahi Gul-e-Surkh, Kabul, Afghanistan; and Maidan Sahr, Hetefaq Market, Paktiya, Afghanistan.",NaN,NaN
25,2179d981d9c1c83a2fd85e5971b67610b73daa2731c13f93bc182021,"Triangle Technologies, Afghanistan.",Triangle Technologies,Firm,AFGHANISTAN,77 FR 25057,27/4/2012,2012,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,Afghanistan.,NaN,NaN
26,fe7c738e31d9f00517a4fef237e009e33115f8f87573cfb2c24f9411,"Wahab Karwan Construction Company (WKCC), Qabel Boy, Jalalabad Road, District 9, Kabul, Afghanistan.",Wahab Karwan Construction Company (WKCC),Firm,AFGHANISTAN,79 FR 44683,1/8/2014,2014,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Qabel Boy, Jalalabad Road, District 9, Kabul, Afghanistan.",NaN,NaN
27,8c01408c2f846d188516938cd2d6376d9c2d205d47c3fccb48159f87,"Zurmat Construction Company offices, House No. 319, 10th Street Wazeer Akbar Khan, Kabul, Afghanistan; and Wazir Akbar Khan, District 10, Apartment 319, Kabul, Afghanistan; and Tarin Cot City, Afghanistan; and Behind UNAMA Office, Pir Bagh Office, Gardez, Afghanistan; and House No. 01, Street No. 01, Muhaqeq Road (Behind Pakistan and Turkish Embassies), Mazar-e-Sharif, Afghanistan; and Hazratan Street (Behind Jalalalabad Teaching Hospital), Jalalalabad, Afghanistan, and Aino Mena, Street No. 22 (Blue Color House Left Side of Road), Kandahar, Afghanistan.",Zurmat Construction Company offices,Firm,AFGHANISTAN,77 FR 25057,27/4/2012,2012,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"House No. 319, 10th Street Wazeer Akbar Khan, Kabul, Afghanistan; and Wazir Akbar Khan, District 10, Apartment 319, Kabul, Afghanistan; and Tarin Cot City, Afghanistan; and Behind UNAMA Office, Pir Bagh Office, Gardez, Afghanistan; and House No. 01, Street No. 01, Muhaqeq Road (Behind Pakistan and Turkish Embassies), Mazar-e-Sharif, Afghanistan; and Hazratan Street (Behind Jalalalabad Teaching Hospital), Jalalalabad, Afghanistan, and Aino Mena, Street No. 22 (Blue Color House Left Side of Road), Kandahar, Afghanistan.",NaN,NaN
28,f14aa55ee1d1bdf767f457ad75deefa37cea5839d3a02e4de4d370b6,"Zurmat Foundation, House No. 319, 10th Street Wazeer Akbar Khan, Kabul, Afghanistan; and Wazir Muhammad-Akbar Khan, Kabul, Afghanistan; and Wazir Akbar Khan, District 10, Apartment 319, Kabul, Afghanistan.",Zurmat Foundation,Firm,AFGHANISTAN,77 FR 25057,27/4/2012,2012,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"House No. 319, 10th Street Wazeer Akbar Khan, Kabul, Afghanistan; and Wazir Muhammad-Akbar Khan, Kabul, Afghanistan; and Wazir Akbar Khan, District 10, Apartment 319, Kabul, Afghanistan.",NaN,NaN
29,81305acea1d45f303407892eda45f7f5c4685807da79d49caaf828f2,"Zurmat Group of Companies, House No. 319, 10th Street Wazeer Akbar Khan, Kabul, Afghanistan.",Zurmat Group of Companies,Firm,AFGHANISTAN,77 FR 25057,27/4/2012,2012,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"House No. 319, 10th Street Wazeer Akbar Khan, Kabul, Afghanistan.",NaN,NaN
30,5b83712d432446684353b6dd591f45001d70de0bda896a3d4b466983,"Zurmat Material Testing Laboratory, House 01, Street 01, Kart-e-3 (opposite of Habibia High School), Dar-ul-Aman Road, Kabul, Afghanistan; and House No. 02, Street No. 01, Kart-e-Malemin, Khandahar, Afghanistan.",Zurmat Material Testing Laboratory,Research Institute,AFGHANISTAN,77 FR 25057,27/4/2012,2012,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"House 01, Street 01, Kart-e-3 (opposite of Habibia High School), Dar-ul-Aman Road, Kabul, Afghanistan; and House No. 02, Street No. 01, Kart-e-Malemin, Khandahar, Afghanistan.",NaN,NaN
31,cb14c0040b220b9df556764d74ec215711312b3cda22760fa88ab7d5,"Huawei Cloud Argentina, Buenos Aires, Argentina.",Huawei Cloud Argentina,Firm,ARGENTINA,85 FR 51603,20/8/2020,2020,"For all items subject to the EAR, see sectionsection 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"Buenos Aires, Argentina.",NaN,NaN
32,cb14c0040b220b9df556764d74ec215711312b3cda22760fa88ab7d5,"Huawei Cloud Argentina, Buenos Aires, Argentina.",Huawei Cloud Argentina,Firm,ARGENTINA,87 FR 6026,3/2/2022,2022,"For all items subject to the EAR, see sectionsection 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"Buenos Aires, Argentina.",NaN,NaN
33,cb14c0040b220b9df556764d74ec215711312b3cda22760fa88ab7d5,"Huawei Cloud Argentina, Buenos Aires, Argentina.",Huawei Cloud Argentina,Firm,ARGENTINA,87 FR 55250,9/9/2022,2022,"For all items subject to the EAR, see sectionsection 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"Buenos Aires, Argentina.",NaN,NaN
34,,"Huawei Tech Investment Co. Ltd., Argentina, Av. Leandro N. Alem 815, C1054 CABA, Argentina.",Huawei Tech Investment Co. Ltd.,Firm,ARGENTINA,84 FR 43495,21/8/2019,2019,"For all items subject to the EAR, see sectionsection 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"Argentina, Av. Leandro N. Alem 815, C1054 CABA, Argentina.",NaN,NaN
35,,"Huawei Tech Investment Co. Ltd., Argentina, Av. Leandro N. Alem 815, C1054 CABA, Argentina.",Huawei Tech Investment Co. Ltd.,Firm,ARGENTINA,85 FR 29852,19/5/2020,2020,"For all items subject to the EAR, see sectionsection 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"Argentina, Av. Leandro N. Alem 815, C1054 CABA, Argentina.",NaN,NaN
36,,"Huawei Tech Investment Co. Ltd., Argentina, Av. Leandro N. Alem 815, C1054 CABA, Argentina.",Huawei Tech Investment Co. Ltd.,Firm,ARGENTINA,85 FR 36720,18/6/2020,2020,"For all items subject to the EAR, see sectionsection 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"Argentina, Av. Leandro N. Alem 815, C1054 CABA, Argentina.",NaN,NaN
37,,"Huawei Tech Investment Co. Ltd., Argentina, Av. Leandro N. Alem 815, C1054 CABA, Argentina.",Huawei Tech Investment Co. Ltd.,Firm,ARGENTINA,85 FR 51603,20/8/2020,2020,"For all items subject to the EAR, see sectionsection 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"Argentina, Av. Leandro N. Alem 815, C1054 CABA, Argentina.",NaN,NaN
38,,"Huawei Tech Investment Co. Ltd., Argentina, Av. Leandro N. Alem 815, C1054 CABA, Argentina.",Huawei Tech Investment Co. Ltd.,Firm,ARGENTINA,87 FR 6026,3/2/2022,2022,"For all items subject to the EAR, see sectionsection 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"Argentina, Av. Leandro N. Alem 815, C1054 CABA, Argentina.",NaN,NaN
39,,"Huawei Tech Investment Co. Ltd., Argentina, Av. Leandro N. Alem 815, C1054 CABA, Argentina.",Huawei Tech Investment Co. Ltd.,Firm,ARGENTINA,87 FR 55250,9/9/2022,2022,"For all items subject to the EAR, see sectionsection 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"Argentina, Av. Leandro N. Alem 815, C1054 CABA, Argentina.",NaN,NaN
40,45f576914725e8f2d60cc6749cdb1aae0f3d6e26974218e4eef7fc72,"Aram Kocharyan, Aram Khachatrian 12, Apt 93, Yerevan, 0015, Armenia.",Aram Kocharyan,Human,ARMENIA,88 FR 85097,7/12/2023,2023,For all items subject to the EAR (See section 744.11 of the EAR),Presumption of denial,"Aram Khachatrian 12, Apt 93, Yerevan, 0015, Armenia.",NaN,NaN
41,bb82919c6c647801345d7fad58e92f8612eecce13bedc33e2d03ee5f,"ARM-BEKAR LLC, Aram Khachatrian 12, Apt 93, Yerevan, 0015, Armenia.",ARM-BEKAR LLC,Firm,ARMENIA,88 FR 85097,7/12/2023,2023,For all items subject to the EAR (See section 744.11 of the EAR),Presumption of denial,"Aram Khachatrian 12, Apt 93, Yerevan, 0015, Armenia.",NaN,NaN
42,,"Bold Bridge International LLC., , a.k.a., the following one alias:
-BB Bold Bridge International.

 Room 463, H. Hakobyan 3, Yerevan, Armenia.",Bold Bridge International LLC.,Firm,ARMENIA,75 FR 1701,13/1/2010,2010,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Room 463, H. Hakobyan 3, Yerevan, Armenia.",['BB Bold Bridge International.'],NaN
43,,"Bold Bridge International LLC., , a.k.a., the following one alias:
-BB Bold Bridge International.

 Room 463, H. Hakobyan 3, Yerevan, Armenia.",Bold Bridge International LLC.,Firm,ARMENIA,77 FR 24590,25/4/2012,2012,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Room 463, H. Hakobyan 3, Yerevan, Armenia.",['BB Bold Bridge International.'],NaN
44,531ff9b0033cb24b3245e805b54d8847e21db82d210bdc3605f54841,"Hermine Kocharyan, Aram Khachatrian 12, Apt 93, Yerevan, 0015, Armenia.",Hermine Kocharyan,Human,ARMENIA,88 FR 85097,7/12/2023,2023,For all items subject to the EAR (See section 744.11 of the EAR),Presumption of denial,"Aram Khachatrian 12, Apt 93, Yerevan, 0015, Armenia.",NaN,NaN
45,2772310c65a3511b88add0c44066064dbdac9bdbb4744243c4c47112,"Markel Closed Joint Stock Company (Markel CJSC),

 17, Apt 31, Mashtoc Avenue, Yerevan, Armenia, 375002; and 26 Dzorapi Street, Yerevan, 0015, Armenia",Markel Closed Joint Stock Company (Markel CJSC),Firm,ARMENIA,84 FR 40241,14/8/2019,2019,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"17, Apt 31, Mashtoc Avenue, Yerevan, Armenia, 375002; and 26 Dzorapi Street, Yerevan, 0015, Armenia",NaN,NaN
46,,"Medisar LLC., , a.k.a., the following one alias:
-""Medisar"" LLC.

 4/9 Getari St., 0023 Yerevan, Armenia.",Medisar LLC.,Firm,ARMENIA,88 FR 32642,22/5/2023,2023,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"4/9 Getari St., 0023 Yerevan, Armenia.","['""Medisar"" LLC.']",NaN
47,9d1844ff5d949e84aac366c5e6efe69e808509bea7efcbcfed5d2d9d,"Tako LLC, , a.k.a., the following one alias:
-Taco LLC.

 17 Garegin Nzhdehi Street, Shengavit, Yerevan, 0026, Armenia.",Tako LLC,Firm,ARMENIA,88 FR 23334,17/4/2023,2023,"For all items subject to the EAR (See sectionsection 734.9(g),
3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See section 746.8(b) and 744.21(e)","17 Garegin Nzhdehi Street, Shengavit, Yerevan, 0026, Armenia.",['Taco LLC.'],NaN
48,6953703dc400595f36f392a1d6df371ed29fef2700522da902dab6a9,"Vertir Airlines, 8/3 D Angaght Street, 376009, Yerevan, Armenia; and 54-100 Mamikonyan Str., Yerevan, Armenial 79, Armenia.",Vertir Airlines,Firm,ARMENIA,78 FR 75463,12/12/2013,2013,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"8/3 D Angaght Street, 376009, Yerevan, Armenia; and 54-100 Mamikonyan Str., Yerevan, Armenial 79, Armenia.",NaN,NaN
49,4eaaafc2c9aff1d1800345e8253d766208e86f53954957bb5cb2f170,"Veteran Avia LLC , a.k.a., the following one alias:
-Veteran Airline.

 64, Baghramyam Avenue, Apt 16, Yerevan 0033, Armenia; and 1 Eervand Kochari Street Room 1, 375070 Yerevan, Armenia ",Veteran Avia LLC,Firm,ARMENIA,79 FR 44683,1/8/2014,2014,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"64, Baghramyam Avenue, Apt 16, Yerevan 0033, Armenia; and 1 Eervand Kochari Street Room 1, 375070 Yerevan, Armenia",['Veteran Airline.'],NaN
50,4eaaafc2c9aff1d1800345e8253d766208e86f53954957bb5cb2f170,"Veteran Avia LLC , a.k.a., the following one alias:
-Veteran Airline.

 64, Baghramyam Avenue, Apt 16, Yerevan 0033, Armenia; and 1 Eervand Kochari Street Room 1, 375070 Yerevan, Armenia ",Veteran Avia LLC,Firm,ARMENIA,81 FR 8829,23/2/2016,2016,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"64, Baghramyam Avenue, Apt 16, Yerevan 0033, Armenia; and 1 Eervand Kochari Street Room 1, 375070 Yerevan, Armenia",['Veteran Airline.'],NaN
51,4eaaafc2c9aff1d1800345e8253d766208e86f53954957bb5cb2f170,"Veteran Avia LLC , a.k.a., the following one alias:
-Veteran Airline.

 64, Baghramyam Avenue, Apt 16, Yerevan 0033, Armenia; and 1 Eervand Kochari Street Room 1, 375070 Yerevan, Armenia ",Veteran Avia LLC,Firm,ARMENIA,82 FR 2887,10/1/2017,2017,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"64, Baghramyam Avenue, Apt 16, Yerevan 0033, Armenia; and 1 Eervand Kochari Street Room 1, 375070 Yerevan, Armenia",['Veteran Airline.'],NaN
52,056c0bb34a22fb04fd1da6d1d84339e1e73a44f805468229a2db3d28,"Yerevan Telecommunications Research Institute (YETRI) Closed Joint Stock Company (CJSC), 26, Dzorapy Street, 0015, Yerevan, Armenia",Yerevan Telecommunications Research Institute (YETRI) Closed Joint Stock Company (CJSC),Research Institute,ARMENIA,84 FR 40241,14/8/2019,2019,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"26, Dzorapy Street, 0015, Yerevan, Armenia",NaN,NaN
53,7823054bedcd6a1bb3f022fc10ba670dca7f2266bc51a4e08499eab3,"Huawei Technologies (Australia) Pty Ltd., L6 799 Pacific Hwy, Chatswood, New South Wales, 2067, Australia.",Huawei Technologies (Australia) Pty Ltd.,Firm,AUSTRALIA,84 FR 43495,21/8/2019,2019,"For all items subject to the EAR, see sectionsection 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"L6 799 Pacific Hwy, Chatswood, New South Wales, 2067, Australia.",NaN,NaN
