,Country,Entity,License requirement,License review policy,Federal Register citation
75,BELARUS,"SOE Semiconductor Devices Factory, Office 313, 12 Korzhenevsky Street, 20108 Minsk, Republic of Belarus; and Korjenevsky Str., 12, Minsk, 220108, Republic of Belarus; and 12, Korzhenevskogo Str., Minsk, 220108, Republic of Belarus.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"75 FR 36516, 6/28/10.
77 FR 58006, 9/19/12."
76,BELARUS,"State Authority for Military Industry of the Republic of Belarus, 115 Nezavisimosti Avenue, Minsk, 220114, Belarus.","All items subject to the EAR. (See Â§Â§ 734.9(g),
3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See Â§Â§ 746.8(b) and 744.21(e)","87 FR 20299, 4/7/22. 87 FR 34136, 6/6/22."
77,BELARUS,"State Security Committee of the Republic of Belarus, 17 Nezavisimosti Avenue, Minsk, 220030, Belarus.","All items subject to the EAR. (See Â§Â§ 734.9(g),
3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See Â§Â§ 746.8(b) and 744.21(e)","87 FR 20299, 4/7/22. 87 FR 34136, 6/6/22."
78,BELARUS,"The Ministry of Defence of the Republic of Belarus, including the Armed Forces of Belarus and all operating units wherever located. This includes the national armed services (army and air force), as well as the national guard and national police, government intelligence or reconnaissance organizations of the Republic of Belarus. All addresses located in Belarus.","All items subject to the EAR. (See Â§Â§ 734.9(g),
3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See Â§Â§ 746.8(b) and 744.21(e)","87 FR 13061, 3/8/22. 87 FR 34136, 6/6/22."
79,BELARUS,"Transaviaexport Airlines JSC, 44 Zakhariva Street, Minsk, 220034, Republic of Belarus.","All items subject to the EAR. (See Â§Â§ 734.9(g),
3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See Â§Â§ 746.8(b) and 744.21(e)","87 FR 20299, 4/7/22. 87 FR 34136, 6/6/22."
80,BELARUS,"Vasili Kuntsevich, Office 313, 12 Korzhenevsky Street, 20108 Minsk, Republic of Belarus; and Korjenevsky Str., 12, Minsk, 220108, Republic of Belarus; and 12, Korzhenevskogo Str., Minsk, 220108, Republic of Belarus.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"75 FR 36516, 6/28/10.
77 FR 58006, 9/19/12."
81,BELARUS,"Volatavto OJSC, a.k.a., the following one alias:
âNPP VOLATauto.

 2/1 Kulman St., office 1â143, Minsk, 220013, Belarus; and 133 Socialist Street, Slutsk, Minsk Region, 223610, Belarus.","All items subject to the EAR. (See Â§Â§ 734.9(g),
3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See Â§Â§ 746.8(b) and 744.21(e)","87 FR 20299, 4/7/22. 87 FR 34136, 6/6/22."
82,BELGIUM,"European Technical Trading BV, a.k.a., the following one alias:
âETT BV.

 24 Booiebos, Ghent, Flemish Region, 9031, Belgium.",For all items subject to the EAR (See Â§ 744.11 of the EAR),Presumption of denial,"88 FR 85097, 12/7/23."
83,BELGIUM,"Hans Maria De Geetere, a.k.a., the following one alias:
âHans De Geetere.

 121 Paul Parmentierlaan, Knokke-Heist, 8300, Belgium; and 4 Nyckeestraat, Knokke-Heist, 8300, Belgium.",For all items subject to the EAR (See Â§ 744.11 of the EAR),Presumption of denial,"88 FR 85097, 12/7/23."
84,BELGIUM,"Huawei Technologies Research & Development Belgium NV, Technologiepark 19, 9052 Zwijnaarde Belgium.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 84 FR 43495, 8/21/19. 85 FR 29852, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
85,BELGIUM,"Industrial Metals and Commodities,

 Goffarstraad 16, Bâ1050, Brussels, Belgium.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"84 FR 40241, 8/14/19."
86,BELGIUM,"Knokke-Heist Support Management Corporation, a.k.a., the following two aliases:
âHasa-Invest; and
âKnokke-Heist Support Corporation Management.

121 Paul Parmentierlaan, Knokke-Heist, 8300, Belgium; and 4 Nyckeestraat, Knokke-Heist, 8300, Belgium.",For all items subject to the EAR (See Â§ 744.11 of the EAR),Presumption of denial,"88 FR 85097, 12/7/23."
87,BELGIUM,"Nicolas Kaiga, a.k.a., the following one alias: Nicholas Kaiga

 Goffarstraad 16, Bâ1050, Brussels, Belgium. (See alternate addresses under Netherlands and United Kingdom)",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"84 FR 40241, 8/14/19."
88,BELIZE,"Ecotherm-Cryo Limited, 1
1/2 Miles Northern Highway, Belize City, Belize. (See alternate address under Latvia).",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Policy of denial,"87 FR 13143, 3/9/22."
89,BELIZE,"Experian Holdings, Inc., N Eyre Str, Blake Bldg, Suite 302, Belize City, Belize 99008; and Corner Hutson Eyre Str, Blake Bldg, Suite 302, Belize City, Belize 99008.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"77 FR 61256, 10/9/12."
90,BOLIVIA,"Huawei Technologies (Bolivia) S.R.L., La Paz, Bolivia.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 85 FR 29852, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
91,BRAZIL,"Huawei Cloud Brazil, Sau Paulo, Brazil.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 8182, 2/14/22. 87 FR 21012, 4/11/22. 87 FR 55250, 9/9/22."
92,BRAZIL,"Huawei do Brasil TelecomunicacÃµes Ltda, Sao Paulo, Brazil; and Av. Jerome Case, 2600, SorocabaâSP, 18087â220, Brazil.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 84 FR 43495, 8/21/19. 85 FR 29852, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
93,BULGARIA,"Dimitar Milanov Dimitrov,

 G.K. Dianabad, BL.57, ET.11, AP.74. Sofia, Bulgaria.",All items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"85 FR 83420, 12/22/20."
94,BULGARIA,"Iskren Georgiev, 51 Aleksandar Malinov Blvd., Sofia 1712, Bulgaria.",For all items subject to the EAR (See Â§ 744.11 of the EAR),Presumption of denial,"83 FR 3580, 1/26/18."
95,BULGARIA,"Lyubka Hristova, 51 Aleksandar Malinov Blvd., Sofia 1712, Bulgaria.",For all items subject to the EAR (See Â§ 744.11 of the EAR),Presumption of denial,"83 FR 3580, 1/26/18."
96,BULGARIA,"Mariana Marinova Gargova, G.K. Dianabad, BL. 32, VH. V, AP. 53, 1172 Sofia, Bulgaria; and UL.132, NO.14, ET.2, AP.11, Sofia, Bulgaria.",All items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"85 FR 83420, 12/22/20."
97,BULGARIA,"Mihaela Nenova, a.k.a., the following one alias: Mihaela Nenova-Muhy, 51 Aleksandar Malinov Blvd., Sofia 1712, Bulgaria.",For all items subject to the EAR (See Â§ 744.11 of the EAR),Presumption of denial,"83 FR 3580, 1/26/18."
98,BULGARIA,"Milan Dimitrov, UL.132, NO.14, ET.2, AP.11, Sofia, Bulgaria.",All items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"85 FR 83420, 12/22/20."
99,BULGARIA,"Multi Technology Integration Group EOOD (MTIG), G.K. Dianabad, BL. 32, VH. V, AP. 53, 1172 Sofia, Bulgaria; and UL 132 No 14 AP 11, Sofia, Bulgaria.",All items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"85 FR 83420, 12/22/20."
100,BULGARIA,"Zhelyaz Andreev, 51 Aleksandar Malinov Blvd., Sofia 1712, Bulgaria.",For all items subject to the EAR (See Â§ 744.11 of the EAR),Presumption of denial,"83 FR 3580, 1/26/18."
101,BURMA,"FISCA Security & Communication Co., Ltd., No-1/B, FISCA Building, 9 Miles, Pyay Road, Mayangone Township, Yangon City, Burma.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Case-by-case review for telecommunications infrastructure items described in Category 5 Part 1 or Category 5 Part 2 and consumer communications devices identified in Â§ 740.19; Presumption of denial for all other items subject to the EAR,"88 FR 13675, 3/6/23."
102,BURMA,"Huawei Technologies (Yangon) Co., Ltd., Yangon, Burma.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 85 FR 29852, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
103,BURMA,"King Royal Technologies Co., Ltd., a.k.a., the following one alias:
âKRT.

 4, Min Dhama Rd., Shwe Gabar 6th St, Shwe Gabar Housing, Mayangone, Yangon , Burma; and
 Room 4 Shwe Gabar 6th Yangon, Burma.",All items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"86 FR 35391, 7/6/21."
104,BURMA,"Ministry of Defence, a.k.a., the following two aliases:
âMinistry of Defense; and
âMoD.

 Building 24, Nay Pyi Taw, Burma.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"86 FR 13180, 3/8/21."
105,BURMA,"Ministry of Home Affairs, a.k.a., the following one alias:
âMOHA.

 Building 10, Nay Pyi Taw, Burma.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"86 FR 13180, 3/8/21."
106,BURMA,"Ministry of Transport and Communications, Office No. 2, Kyidaunggan, Naypidaw, Burma.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Case-by-case review for telecommunications infrastructure items described in Category 5 Part 1 or Category 5 Part 2 and consumer communications devices identified in Â§ 740.19; Presumption of denial for all other items subject to the EAR,"88 FR 13675, 3/6/23."
107,BURMA,"Miya Win International Ltd., 3rd street, Thit Sarhousing, No.3/401, (8) Ward, South Okkalapatownship, Yangon Region, Burma, 11091; and Kokkineresidence Street, No.12/B, Shwe Taungkyar (2) Ward, Bahan Township, Yangon Region, Burma, 11201.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"88 FR 18985, 3/30/23."
108,BURMA,"Myanmar Economic Corporation, a.k.a., the following one alias:
âMEC.

 Corner of Ahlone Road and Strand Road, Ahlone Township, Yangon, Burma.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"86 FR 13180, 3/8/21. 86 FR 35391, 7/6/21."
109,BURMA,"Myanmar Economic Holdings Limited, a.k.a., the following eight aliases:
âMEHL;
âMyanma Economic Holdings Limited;
âMyanma Economic Holdings Public Company Limited;
âMyanmar Business Holdings Public Company Limited;
âMyanmar Economic Holdings Public Company Limited;
âUMEH;
âUnion of Myanmar Economic Holdings Company Limited; and
âUnion of Myanmar Economic Holdings Limited.

 189â191 Maha Bandoola Road, Botahtaung Township, Yangon, Burma.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"86 FR 13180, 3/8/21."
110,BURMA,"Myanmar New Era Trading Company Ltd., Bo Myint Swe Street, No. (B/193), Aung Chan Thar (2) Ward, Thanlyin Township, Yangon Region, Burma, 01â655200.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"88 FR 18985, 3/30/23."
111,BURMA,"Myanmar Wanbao Mining Copper, Ltd., Yangon Office 70 (I)Bo Chein Street Pyay Road, Hlaing Township, Yangon, Burma.",All items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"86 FR 35391, 7/6/21."
112,BURMA,"Myanmar Yang Tse Copper, Ltd., 70/I, Bo Chein St., Ward (11), Hlaing, Yangon, Burma.",All items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"86 FR 35391, 7/6/21."
113,BURMA,"Naung Yoe Technologies Co., Ltd., No. 92, Thiri Yadanar Shopping Complex Nay Pyi Taw,Zabuthiri Tsp, Nay Pyi Taw, Burma; and No. 16, Aung Min Khaung (2) Street, Kamaryut Township, Yangon, Burma; and Block-4, Unit-4, Corner of Mingalar 2 Street & Blue Diamond Street, Mingalar Mandalay, 73rd Street Between Thazin & Ngu Wah Street, MyoThit1, Chan Mya Tharsi Township, Mandalay, Burma; and No. 315, Aung San Street, Myine Thar Yar Quater, Mawlamyine, Burma; and No. 131, Saw San Tun Street, Myoma Quatar, Taunggyi, Burma.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Case-by-case review for telecommunications infrastructure items described in Category 5 Part 1 or Category 5 Part 2 and consumer communications devices identified in Â§ 740.19; Presumption of denial for all other items subject to the EAR,"88 FR 13675, 3/6/23."
114,BURMA,"Suntac Group, a.k.a., the following one alias:
âSuntac International Trading Co.; and
âSuntac Group of Companies.

 151 (B) Thiri Mingalar Lane, Mayangon Township, Yangon, Burma.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"88 FR 18985, 3/30/23."
115,BURMA,"Wanbao Mining, Ltd., 70 Bo Chain Ln, Yangon, Burma.",All items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"86 FR 35391, 7/6/21."
116,CANADA,"Abou El-Khir Al Joundi, a.k.a., the following six aliases:
âAbou El Kheir Joundi;
âAbou Elkhir Al Joundi;
âAbou Joundi Et Kheir;
âAl Joundi;
âAl Jundi; and
âElkheir Aljoundi Abou.

 2706 Carre Denise Pelletier, Montreal, Quebec, H4R 2T5 Canada.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"77 FR 23116
4/18/12."
117,CANADA,"Alex Woolf, 2021 Atwater Street, Suite 216, Montreal, Quebec, Canada H3H2P2.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"77 FR 61256, 10/9/12."
118,CANADA,"Alexandre Ivjenko, a.k.a., the following one alias:
âAlexander Ivjenko, 7150 Rue Chouinard, Montreal, QC, H8N 2Z6 Canada.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"77 FR 61256, 10/9/12."
119,CANADA,"Ali Bakhshien, 909â4005 Bayview Ave., Toronto, Canada M2M 3Z9; and HSBC Tower, Suite 502, 3601 Highway 7 East, Markham, Ontario, L3R 0M3, Canada.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"73 FR 54504, 9/22/08. 76 FR 71869, 11/21/11."
120,CANADA,"Anastasiya Ivjenko, 7150 Rue Chouinard, Montreal, QC, H8N 2Z6, Canada.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"77 FR 61256, 10/9/12."
121,CANADA,"Anastassia Voronkevitch, 7150 Rue Chouinard, Montreal, QC H8N 2Z6 Canada",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"77 FR 61249, 10/9/12, 78 FR 75463, 12/12/13."
122,CANADA,"Canada Lab Instruments, a.k.a., the following alias: SCO North America

 5995 Gouin Ouest, #212, Montreal, Quebec, H4J 2P8 Canada.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"77 FR 23116
4/18/12."
123,CANADA,"CPUNTO Inc., a.k.a., the following one alias:
âCPUNTO.

 5929 Route Transcanadienne Ste 130 St. Laurent, Quebec H4T 1Z6 Canada.","For all items subject to the EAR. (See Â§Â§ 734.9(g),
3 744.21(b), and 746.8(a)(3) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See Â§Â§ 746.8(b) and 744.21(e)","88 FR 12171, 2/27/23."
124,CANADA,"EKT 2, Inc., 371 Renforth Drive, Etobicoke M9C 2L8, Toronto, Ontario, Canada",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"77 FR 24590, 4/25/12."
125,CANADA,"Electronic Network Inc., a.k.a., the following six aliases:
âElectronic Network;
âElectronic Network Holdings;
âElectronic Network Holdings Inc.;
âElectronic Network Incorporated;
âElectronic Network Products Inc.; and
âElectronic's Network & Technology Corp.

 145 Montee De Liesse Ste 10 St. Laurent, Quebec H4T 1T9 Canada.","For all items subject to the EAR. (See Â§Â§ 734.9(g),
3 744.21(b), and 746.8(a)(3) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See Â§Â§ 746.8(b) and 744.21(e)","88 FR 12171, 2/27/23."
126,CANADA,"Enterprise Chips Hunter (ECH), 2021 Atwater Street, Suite 216, Montreal, Quebec, Canada H3H2P2.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"77 FR 61256, 10/9/12."
127,CANADA,"Huawei Technologies Canada Co., Ltd., Markham, ON, Canada.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 85 FR 29852, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
128,CANADA,"Ibrahim Nasir, 1902â1155 High Street, Coquitlam, BC, Canada V3B 7W4. (See alternate address in UAE).",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"85 FR 59421, 9/22/20."
129,CANADA,"Karim Daadaa, a.k.a., the following one alias:
âKarim Hamdi Mohd El Daadaa.

 235 Rue Maisonneuve, Laval, Canada. (See alternate addresses under Lebanon).",All items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"86 FR 36499, 7/12/21."
130,CANADA,"Kelvo Inc

 6600 21st Avenue, Laval, Quebec H7R3G8, Canada; and 7169 19th Avenue, Laval, Quebec H7R3E5, Canada",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"84 FR 40241, 8/14/19."
