   1.0000000e+00  -7.5180238e-01
   1.0000000e+00   3.9995407e-01
   1.0000000e+00   1.6930577e+00
   1.0000000e+00  -2.5869543e-01
   1.0000000e+00   1.4020435e+00
   1.0000000e+00  -5.0034107e-01
   1.0000000e+00  -1.3187239e+00
   1.0000000e+00   5.9783186e-01
   1.0000000e+00   2.4952396e-01
   1.0000000e+00  -8.6857135e-01
   1.0000000e+00  -1.3500754e-01
   1.0000000e+00   7.6676700e-01
   1.0000000e+00  -2.3263625e-01
   1.0000000e+00   8.7187431e-02
   1.0000000e+00   5.2587577e-01
   1.0000000e+00   2.3629177e-02
   1.0000000e+00  -4.4433900e-03
   1.0000000e+00  -1.5691518e+00
   1.0000000e+00  -1.5987442e+00
   1.0000000e+00  -5.7808534e-01
   1.0000000e+00  -1.0593593e+00
   1.0000000e+00   3.0639386e-01
   1.0000000e+00   1.6362220e+00
   1.0000000e+00  -1.6918341e+00
   1.0000000e+00  -4.3960220e-01
   1.0000000e+00   9.3148515e-01
   1.0000000e+00  -1.8102809e+00
   1.0000000e+00  -1.2632259e+00
   1.0000000e+00  -7.3424774e-01
   1.0000000e+00  -9.6005573e-01
   1.0000000e+00   2.2143008e-01
   1.0000000e+00  -4.7430689e-01
   1.0000000e+00   8.3235408e-01
   1.0000000e+00  -1.6171475e+00
   1.0000000e+00   4.5861510e-02
   1.0000000e+00   8.7686810e-01
   1.0000000e+00   1.2322556e+00
   1.0000000e+00  -6.5098653e-01
   1.0000000e+00   1.9248412e-01
   1.0000000e+00  -1.4715997e+00
   1.0000000e+00   5.3709818e-01
   1.0000000e+00   4.2002113e-01
   1.0000000e+00   2.9776240e-01
   1.0000000e+00  -1.2680647e-01
   1.0000000e+00   5.4741623e-01
   1.0000000e+00  -1.3490600e+00
   1.0000000e+00   1.8851888e-01
   1.0000000e+00   4.8792162e-01
   1.0000000e+00   8.8249287e-01
   1.0000000e+00   1.7856144e+00
   1.0000000e+00   3.6141198e-02
   1.0000000e+00   1.2810855e-01
   1.0000000e+00   3.3879697e-01
   1.0000000e+00   9.8987156e-02
   1.0000000e+00  -2.2422352e+00
   1.0000000e+00  -9.7471784e-01
   1.0000000e+00   1.5831507e+00
   1.0000000e+00  -5.4094170e-02
   1.0000000e+00  -3.9328631e-01
   1.0000000e+00  -2.8434182e-01
   1.0000000e+00   8.2121982e-03
   1.0000000e+00   1.8025958e+00
   1.0000000e+00  -8.7784497e-01
   1.0000000e+00  -1.3779174e+00
   1.0000000e+00   1.9194427e+00
   1.0000000e+00   8.7237317e-02
   1.0000000e+00  -4.1210838e-01
   1.0000000e+00   1.0255432e+00
   1.0000000e+00  -3.3560803e-01
   1.0000000e+00  -9.9064946e-01
   1.0000000e+00   5.3500302e-02
   1.0000000e+00   5.0107633e-03
   1.0000000e+00   2.0686500e+00
   1.0000000e+00  -4.6321713e-01
   1.0000000e+00  -5.0474710e-01
   1.0000000e+00  -2.0588051e+00
   1.0000000e+00   9.1815245e-02
   1.0000000e+00  -1.9646059e-01
   1.0000000e+00   3.5398379e-01
   1.0000000e+00  -2.8602369e+00
   1.0000000e+00   8.3188064e-01
   1.0000000e+00   1.3620574e+00
   1.0000000e+00  -2.0235517e-01
   1.0000000e+00  -1.8466996e-01
   1.0000000e+00   1.1526617e+00
   1.0000000e+00  -2.2228600e-02
   1.0000000e+00   1.1259709e+00
   1.0000000e+00   1.3908909e+00
   1.0000000e+00  -5.8598867e-01
   1.0000000e+00   4.3786520e-01
   1.0000000e+00  -1.4990609e+00
   1.0000000e+00  -1.0086370e+00
   1.0000000e+00   1.2859516e+00
   1.0000000e+00  -7.7239566e-01
   1.0000000e+00   3.1472555e-01
   1.0000000e+00   1.5907936e+00
   1.0000000e+00  -2.2809189e-02
   1.0000000e+00  -5.4704305e-01
   1.0000000e+00   5.1681428e-01
   1.0000000e+00  -2.4479891e-01
   1.0000000e+00   3.4817073e-01
   1.0000000e+00   8.2658643e-01
   1.0000000e+00   1.2666664e+00
   1.0000000e+00   8.9394127e-02
   1.0000000e+00  -3.4245920e+00
   1.0000000e+00   6.7104503e-01
   1.0000000e+00  -1.3488358e+00
   1.0000000e+00  -5.3939655e-01
   1.0000000e+00   1.0926567e+00
   1.0000000e+00   6.7443130e-01
   1.0000000e+00  -1.3797868e+00
   1.0000000e+00   7.9811277e-01
   1.0000000e+00  -3.5294047e-01
   1.0000000e+00   1.2968725e+00
   1.0000000e+00  -8.2136923e-01
   1.0000000e+00  -1.1716766e+00
   1.0000000e+00   1.9880685e-01
   1.0000000e+00   2.9901225e-01
   1.0000000e+00   4.3474470e-01
   1.0000000e+00   9.0421755e-01
   1.0000000e+00   1.2589146e+00
   1.0000000e+00  -3.8239726e-01
   1.0000000e+00   7.3994811e-01
   1.0000000e+00  -9.1326785e-02
   1.0000000e+00  -5.7405535e-01
   1.0000000e+00  -5.7116486e-01
   1.0000000e+00  -6.7411815e-01
   1.0000000e+00  -1.9255358e+00
   1.0000000e+00   1.2350453e+00
   1.0000000e+00  -2.1372294e-01
   1.0000000e+00  -1.6272279e-01
   1.0000000e+00  -7.6739052e-01
   1.0000000e+00   4.7527832e-01
   1.0000000e+00   2.0595325e+00
   1.0000000e+00   8.2526061e-01
   1.0000000e+00   1.2228718e+00
   1.0000000e+00   1.0825318e+00
   1.0000000e+00  -1.2082060e+00
   1.0000000e+00  -7.8052824e-01
   1.0000000e+00   3.5893665e-01
   1.0000000e+00   2.4090355e-01
   1.0000000e+00   1.1129068e+00
   1.0000000e+00   7.3899368e-01
   1.0000000e+00  -5.3622733e-01
   1.0000000e+00   5.0654149e-01
   1.0000000e+00  -1.6780327e+00
   1.0000000e+00  -1.8070196e+00
